keyword,list_greatfire_wikipedia,list_blockedweibo,list_cdt,list_line,list_skype,list_sina,list_gfw,machine_translation,human_translation,notes,agg_cattags,pinyin_tones,pinyin_notones,_theme,_category,CDT_translation,CDT_englishpost,CDT_combination,num_lists_appears_on,line_category,line_translation,line_notes,keyword_length,gfw_category
"SM用品",0,0,0,0,0,1,0,"SM Accessories","","","Prurient Interests","SMyòngpǐn ","SMyongpin ","social","prurientinterests","","",,1,"","","",4,""
"SM游戏",0,0,0,0,0,1,0,"SM games","","","Prurient Interests","SMyóuxì ","SMyouxi ","social","prurientinterests","","",,1,"","","",4,""
"SM资讯",0,0,0,0,0,1,0,"SM Information","","","Prurient Interests","SMzīxùn ","SMzixun ","social","prurientinterests","","",,1,"","","",4,""
"Sassafros Oil",0,0,0,0,1,0,0,"Sassafros Oil","","Sassafras Oil is a precursor chemical for manufacture of the drug MDMA and MDA. See http://en.wikipedia.org/wiki/Sassafras#Uses","Illicit Goods and Services","Sassafros Oil","Sassafros Oil","social","illicitgoodsandservices","","",,1,"","","",13,""
"SexInSex",0,0,0,0,0,1,0,"SexInSex","","","Prurient Interests","SexInSex","SexInSex","social","prurientinterests","","",,1,"","","",8,""
"Sky安gate",0,0,0,0,0,1,0,"Sky security gate","Tiananmen"," [门] This is a reference to the Tiananmen Square crackdown of June 1989.","Tiananmen Square (June 4 1989)","Skyān gate","Skyan gate","events","tiananmensquarejune41989","","",,1,"","","",8,""
"SlNA",0,0,0,0,0,1,0,"SlNA","","Sina is a Chinese online media company. For more information, please see: http://en.wikipedia.org/wiki/Sina_Corp.","Sina","SlNA","SlNA","technology","sina","","",,1,"","","",4,""
"Sourceforge",1,0,0,0,0,0,0,"Sourceforge","","","","","","","","","",,1,"","","",11,""
"Sundayrally",0,0,0,0,1,0,0,"Sundayrally",""," which called for people to gather and protest on a specific Sunday in February 2011. For more information, please see: http://www.voanews.com/content/chinas-jasmine-protest-organizers-call-for-regular-sunday-strolls-116758074/167095.html.","Jasmine Revolution","Sundayrally","Sundayrally","events","jasminerevolution","","",,1,"","","",11,""
"TAM",0,0,1,0,0,0,0,"TAM","TAM","","","","","","","TAM","http://goo.gl/Kd51L",0,1,"","","",3,""
"TAM事件",0,0,0,0,1,0,0,"TAM event","Tiananmen incident","This is a reference to the Tiananmen Square crackdown in June 1989.","Tiananmen Square (June 4 1989)","TAMshìjiàn ","TAMshijian ","events","tiananmensquarejune41989","","",,1,"","","",5,""
"TNT买卖",0,0,0,0,1,0,0,"TNT trading","Buying and selling TNT","","Illicit Goods and Services","TNTmǎimài ","TNTmaimai ","social","illicitgoodsandservices","","",,1,"","","",5,""
"TT4.6",0,0,0,0,1,0,0,"TT4.6","","","URLs","TT4.6","TT4.6","technology","urls","","",,1,"","","",5,""
"The Soviet Story",0,0,0,0,1,0,0,"The Soviet Story","",". See http://www.sovietstory.com/","Context unclear","The Soviet Story","The Soviet Story","misc","contextunclear","","",,1,"","","",16,""
"The Tank Man",0,0,0,0,1,0,0,"The Tank Man","","Tank Man is the nickname of an anonymous man who stood in front of a column of tanks the morning after the Chinese military forcibly removed protesters from in and around Beijing's Tiananmen Square on June 5, 1989. See http://en.wikipedia.org/w","Tiananmen Square (June 4 1989)","The Tank Man","The Tank Man","events","tiananmensquarejune41989","","",,1,"","","",12,""
"Tiananmen_Square_protests_of_1989",1,0,0,0,0,0,1,"Tiananmen_Square_protests_of_1989","","","","","","","Tiananmen","","",,2,"","","",33,"Tiananmen"
"Tibet",0,0,0,0,1,0,0,"Tibet","","","Ethnic Groups","Tibet","Tibet","political","ethnicgroupstibetan","","",,1,"","","",5,""
"Tibet free",0,0,1,0,0,0,0,"Tibet free","Tibet free","","","","","","","Tibet free","",0,1,"","","",10,""
"Tor",1,0,0,0,0,0,0,"Tor","","","","","","","","","",,1,"","","",3,""
"Tpimage",0,0,0,0,0,1,0,"Tpimage","","","Prurient Interests","Tpimage","Tpimage","social","prurientinterests","","",,1,"","","",7,""
"Twitter",1,0,0,0,0,0,1,"Twitter","","","","","","","Media","","",,2,"","","",7,"Media"
"UA898",0,0,1,0,0,0,0,"UA898","UA898","","","","","","","UA898","http://goo.gl/L4WPW",0,1,"","","",5,""
"UC-公告",0,0,0,0,0,1,0,"UC-Bulletin","UC Announcement","This is likely a reference to announcements made by Sina UC.","Sina","UC-gōnggào ","UC-gonggao ","technology","sina","","",,1,"","","",5,""
"UC高管",0,0,0,0,0,1,0,"UC executives","",".","Sina","UCgāo guǎn ","UCgao guan ","technology","sina","","",,1,"","","",4,""
"UC工作人员",0,0,0,0,0,1,0,"UC staff","UC staff","","Sina","UCgōngzuò rényuán ","UCgongzuo renyuan ","technology","sina","","",,1,"","","",6,""
"UC官方",0,0,0,0,0,1,0,"UC official","UC official website","Likely a reference to the Sina UC official website -- http://uc.sina.com.cn/.","Sina","UCguānfāng ","UCguanfang ","technology","sina","","",,1,"","","",4,""
"UC后台小组",0,0,0,0,0,1,0,"UC backstage team","(literal translation) UC background small group","Unclear of context.","Sina","UChòutái xiǎozǔ ","UChoutai xiaozu ","technology","sina","","",,1,"","","",6,""
"UC活动",0,0,0,0,0,1,0,"UC Activities","UC activity","This is a tab in the Sina UC page. See http://uc.sina.com.cn/.","Sina","UChuódòng ","UChuodong ","technology","sina","","",,1,"","","",4,""
"UC通知",0,0,0,0,0,1,0,"UC notice","UC notification","Unclear of context.","Sina","UCtōngzhī ","UCtongzhi ","technology","sina","","",,1,"","","",4,""
"UC系统",0,0,0,0,0,1,0,"UC System","UC system","Unclear of context.","Sina","UCxìtǒng ","UCxitong ","technology","sina","","",,1,"","","",4,""
"UC信息员",0,0,0,0,0,1,0,"UC information officer","","Unclear of context.","Sina","UCxìnxī yuán ","UCxinxi yuan ","technology","sina","","",,1,"","","",5,""
"UC巡管",0,0,0,0,0,1,0,"UC patrol tube","UC patrol officials",".","Sina","UCxún guǎn ","UCxun guan ","technology","sina","","",,1,"","","",4,""
"UC员工",0,0,0,0,0,1,0,"UC staff","UC worker","Unclear of context, but based on a quick Google search, this could be a reference to a few things. First, people have been asking how to become Sina UC employees (http://club.show.sina.com.cn/thread-438047-1-1.html). Second, there have been sev","Sina","UCyuán gōng ","UCyuan gong ","technology","sina","","",,1,"","","",4,""
"VI IV",0,0,0,0,1,0,0,"VI IV","","This is roman numerals for 6-4, likely a reference to the June 4, 1989 Tiananme Square massacre.","Tiananmen Square (June 4 1989)","VI IV","VI IV","events","tiananmensquarejune41989","","",,1,"","","",5,""
"VIII",0,0,0,0,1,0,0,"VIII","","Roman number for 8 -- could be a reference to 89 (Tianamen)","Tiananmen Square (June 4 1989)","VIII","VIII","events","tiananmensquarejune41989","","",,1,"","","",4,""
"VIII IX VI IV",0,0,0,0,1,0,0,"VIII IX VI IV","","Roman numerals for 8-9-6-4, a reference to the June 4, 1989 Tiananmen Square massacre.","Tiananmen Square (June 4 1989)","VIII IX VI IV","VIII IX VI IV","events","tiananmensquarejune41989","","",,1,"","","",13,""
"VIIIIX VI IV",0,0,0,0,1,0,0,"VIIIIX VI IV","","Roman numerals for 8-9-6-4, a reference to the June 4, 1989 Tiananmen Square massacre.","Tiananmen Square (June 4 1989)","VIIIIX VI IV","VIIIIX VI IV","events","tiananmensquarejune41989","","",,1,"","","",12,""
"VIIV",0,0,0,0,1,1,0,"VIIV","","Roman numerals for 6-4, a reference to the June 4, 1989 Tiananmen Square massacre.","Tiananmen Square (June 4 1989)","VIIV","VIIV","events","tiananmensquarejune41989","","",,2,"","","",4,""
"WEI权",0,0,0,0,1,0,0,"WEI rights","Rights protection","","Dissident / Activist","WEIquán ","WEIquan ","people","dissidentactivist","","",,1,"","","",4,""
"WK",0,0,1,0,0,0,0,"WK","WK","","","","","","","WK","",0,1,"","","",2,""
"WLJ",0,0,1,0,0,0,0,"WLJ","WLJ","","","","","","","WLJ","",0,1,"","","",3,""
"WU鲁mu齐",0,0,0,0,1,0,0,"WU Qi Lu mu","Urumqi City","This is the capital of Xinjian Uyghur Autonomous Region. In 2009, the city broke out in violent riots in clashes between the Uyghur minority group and the Han Chinese. For more information, please see: http://en.wikipedia.org/wiki/July_2009_%C3","Urumqi Riots","WUlǔ muqí ","WUlu muqi ","events","urumqiriots","","",,1,"","","",6,""
"Wikipedia",1,0,0,0,0,0,0,"Wikipedia","","","","","","","","","",,1,"","","",9,""
"World Uyghur Congress",0,0,0,0,1,0,0,"World Uyghur Congress","","","Ethnic Groups","World Uyghur Congress","World Uyghur Congress","political","ethnicgroupsuyghur","","",,1,"","","",21,""
"XI",0,0,1,0,0,0,0,"XI","XI","","","","","","","XI","http://goo.gl/plMdO",0,1,"","","",2,""
"XJB",0,0,1,0,0,0,0,"XJB","XJB","","","","","","","XJB","http://goo.gl/Jm7kH",0,1,"","","",3,""
"XJP",0,1,1,0,1,0,0,"XJP","XJP","XJP likely refers to Xi Jinping, the paramount leader of the Communist Party of China.","CPC member / Gov official;Xi Jinping","XJP","XJP","people","cpcmembergovofficial","XJP","http://goo.gl/plMdO",0,3,"","","",3,""
"XMLHTTP",0,1,0,0,0,0,0,"XMLHTTP","","","","","","","","","",,1,"","","",7,""
"Xilai",0,0,0,0,1,0,0,"Xilai","","Likely a reference to Bo Xilai.","Bo Xilai Scandal;CPC member / Gov official","Xilai","Xilai","events","boxilaiscandal","","",,1,"","","",5,""
"Xwodi破解软件",0,0,0,0,1,0,0,"Xwodi cracking software","Xwodi cracking software","The Xwodi is a Chinese software for monitoring mobile phones. The Xwodi is a new generation of the Flexispy software. For more information, please see: http://www.theregister.co.uk/2011/02/25/mobile_spyware/.","Spyware","Xwodipò jiě ruǎnjiàn ","Xwodipo jie ruanjian ","technology","spyware","","",,1,"","","",9,""
"X产党",0,0,1,0,0,0,0,"X Party","Commun-x Party","","","","","","","Commun-x Party","http://goo.gl/rboRp",0,1,"","","",3,""
"X近平",0,0,1,0,0,0,0,"X nearly flat","XJinping","","","","","","","XJinping","http://goo.gl/jW2Ue",0,1,"","","",3,""
"X卧底第四代",0,0,0,0,1,0,0,"X undercover fourth generation","Xwodi fourth generation","The Xwodi is a Chinese software for monitoring mobile phones. The Xwodi is a new generation of the Flexispy software. For more information, please see: http://www.theregister.co.uk/2011/02/25/mobile_spyware/.","Spyware","Xwò dǐ dìsì dài ","Xwo di disi dai ","technology","spyware","","",,1,"","","",6,""
"YHWH",0,1,0,0,0,0,0,"YHWH","","","","","","","","","",,1,"","","",4,""
"YOUTUBE",0,0,0,0,1,0,0,"YOUTUBE","","","Western Websites/Social Media","YOUTUBE","YOUTUBE","technology","westernwebsitessocialmedia","","",,1,"","","",7,""
"YouTube",1,0,0,0,0,0,0,"YouTube","","","","","","","","","",,1,"","","",7,""
"Yuanchao",0,1,0,0,1,0,0,"Yuanchao","","Could refer to Li Yuanchao [李源潮], a prominent politician who is a member of the 18th Politburo of the CPC. See http://en.wikipedia.org/wiki/Li_Yuanchao","CPC member / Gov official","Yuanchao","Yuanchao","people","cpcmembergovofficial","","",,2,"","","",8,""
"ZD",0,0,0,0,1,0,0,"ZD","","","Context unclear","ZD","ZD","misc","contextunclear","","",,1,"","","",2,""
"ZG",0,0,0,0,1,0,0,"ZG","","","Context unclear","ZG","ZG","misc","contextunclear","","",,1,"","","",2,""
"ZHU所生！",0,0,1,0,0,0,0,"ZHU born!","what ZHU gave birth to!","","","","","","","what ZHU gave birth to!","",0,1,"","","",6,""
"ZYK",0,0,1,0,0,0,0,"ZYK","ZYK","","","","","","","ZYK","",0,1,"","","",3,""
"Zhengsheng",0,1,0,0,1,0,0,"Zhengsheng","","Could refer to Yu Zhengsheng [俞正聲], the current CPC party chief in Shanghai and member of the Politburo Standing Committee. See http://en.wikipedia.org/wiki/Yu_Zhengsheng","CPC member / Gov official","Zhengsheng","Zhengsheng","people","cpcmembergovofficial","","",,2,"","","",10,""
"Zhou Yongkang",1,0,0,0,0,0,0,"Zhou Yongkang","","","","","","","","","",,1,"","","",13,""
"Ziyang",0,0,0,0,0,1,0,"Ziyang","","Likely refers to Zhao Ziyang [趙紫陽], a former General Secretary of the Communisty Party. See http://en.wikipedia.org/wiki/Zhao_Ziyang","CPC member / Gov official;Zhao Ziyang","Ziyang","Ziyang","people","cpcmembergovofficial","","",,1,"","","",6,""
"aa5mm.com",0,0,0,0,0,1,0,"aa5mm.com","","","URLs","aa5mm.com","aa5mm.com","technology","urls","","",,1,"","","",9,""
"admin",0,0,0,0,0,1,0,"admin","","","Generic technology terms","admin","admin","technology","generictechnologyterms","","",,1,"","","",5,""
"administrator",0,0,0,0,0,1,0,"administrator","","","Generic technology terms","administrator","administrator","technology","generictechnologyterms","","",,1,"","","",13,""
"adminlsm.w105.993idc.com",0,0,0,0,0,1,0,"adminlsm.w105.993idc.com","","","URLs","adminlsm.w105.993idc.com","adminlsm.w105.993idc.com","technology","urls","","",,1,"","","",24,""
"adult",0,1,0,0,0,0,0,"adult","","","","","","","","","",,1,"","","",5,""
"aishangrenjian.taobao.com",0,0,0,0,0,1,0,"aishangrenjian.taobao.com","","","URLs","aishangrenjian.taobao.com","aishangrenjian.taobao.com","technology","urls","","",,1,"","","",25,""
"aiweiwei",0,0,0,0,1,0,0,"aiweiwei","","","Ai Weiwei;Dissident / Activist","aiweiwei","aiweiwei","people","dissidentactivist","","",,1,"","","",8,""
"aiww",0,0,1,0,1,0,0,"aiww","aiww","","Ai Weiwei;Dissident / Activist","aiww","aiww","people","dissidentactivist","aiww","",0,2,"","","",4,""
"an",0,0,1,0,0,0,0,"an","an","","","","","","","an","http://goo.gl/X6HAf",0,1,"","","",2,""
"anal",0,0,1,0,0,0,0,"anal","anal","","","","","","","anal","",0,1,"","","",4,""
"anniversary",0,0,1,0,0,0,0,"anniversary","anniversary","","","","","","","anniversary","http://goo.gl/IZQ49",0,1,"","","",11,""
"arab spring",1,0,0,0,0,0,0,"arab spring","","","","","","","","","",,1,"","","",11,""
"atv",0,0,0,0,1,0,0,"atv","","Might refer to ATV Home [亞洲電視本港台] a television station based in Hong Kong, which was fined for erroneously reporting that Chinese president Jiang Zemin had died. See  http://www.china.org.cn/china/2011-07/08/content_22948372.htm and http","Jiang Zemin death rumour","atv","atv","events","jiangzemindeathrumour","","",,1,"","","",3,""
"av资源",0,0,0,0,0,1,0,"av Resources","Adult video resources","Sexual content.","Prurient Interests","avzīyuán ","avziyuan ","social","prurientinterests","","",,1,"","","",4,""
"baid.us",0,0,0,0,0,1,0,"baid.us","","","URLs","baid.us","baid.us","technology","urls","","",,1,"","","",7,""
"baid.us/ac5C",0,0,0,0,0,1,0,"baid.us/ac5C","","","URLs","baid.us/ac5C","baid.us/ac5C","technology","urls","","",,1,"","","",12,""
"baid.us/ps",0,0,0,0,0,1,0,"baid.us / ps","","","URLs","baid.us/ps","baid.us/ps","technology","urls","","",,1,"","","",10,""
"baidu.com/1JxGh",0,0,0,0,0,1,0,"baidu.com/1JxGh","","","URLs","baidu.com/1JxGh","baidu.com/1JxGh","technology","urls","","",,1,"","","",15,""
"bajiu",0,0,1,0,0,0,0,"bajiu","bajiu","","","","","","","bajiu","http://goo.gl/Kd51L",0,1,"","","",5,""
"baoluan",0,0,0,0,1,0,0,"baoluan","","Bao luan [暴乱] translates as 'riot' or 'rebellion'","Protest","baoluan","baoluan","political","protest","","",,1,"","","",7,""
"bao熙来",0,0,0,1,0,0,0,"bao Xilai","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",5,""
"beifang.net",0,0,0,0,1,0,0,"beifang.net","This website seems to be related to automotive training.","","URLs","beifang.net","beifang.net","technology","urls","","",,1,"","","",11,""
"berlintwitterwall",0,0,0,0,1,0,0,"berlintwitterwall","","The Berlin Twitter Wall (http://www.berlintwitterwall.com) is a site intended to commemorate the anniversary of the fall of the Berlin Wall. It was reported blocked in China in 2009: http://www.theepochtimes.com/n2/china-news/berlin-twitter-wal","Censorship","berlintwitterwall","berlintwitterwall","political","censorshipcensorshipsurveillance","","",,1,"","","",17,""
"bit.ly/tjYGQa",0,0,0,0,0,1,0,"bit.ly / tjYGQa","","","URLs","bit.ly/tjYGQa","bit.ly/tjYGQa","technology","urls","","",,1,"","","",13,""
"bo+guagua",0,0,1,0,0,0,0,"bo + guagua","bo+guagua","","","","","","","bo+guagua","http://goo.gl/hURaf",0,1,"","","",9,""
"boxilai",0,0,1,0,0,0,0,"boxilai","boxilai","","","","","","","boxilai","",0,1,"","","",7,""
"boxun",0,0,1,0,0,0,0,"boxun","boxun","","","","","","","boxun","http://goo.gl/eSmKn",0,1,"","","",5,""
"bo督",0,0,0,0,1,0,0,"bo Governor","Governor Bo [Xilai]","Reference to Bo Xilai, the ousted former Communist Party leader in Chongqing. For more information, please see: http://en.wikipedia.org/wiki/Bo_Xilai.","Bo Xilai Scandal;CPC member / Gov official","bodū ","bodu ","events","boxilaiscandal","","",,1,"","","",3,""
"bo王事件",0,0,0,1,0,0,0,"bo Wang event","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",5,""
"bo西莱",0,0,0,1,0,0,0,"bo Sile","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",4,""
"bo西来",0,0,0,1,0,0,0,"West to bo","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",4,""
"bo袭来",0,0,0,1,0,0,0,"bo hit","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",4,""
"bullshitliar",0,0,0,0,1,0,0,"bullshitliar","","Reference to Bo Xilai, ousted former Communist Party leader in Chongqing. For more information, please see: http://en.wikipedia.org/wiki/Bo_Xilai.","Bo Xilai Scandal;CPC member / Gov official;Internet Memes / Neologism","bullshitliar","bullshitliar","misc","contextunclear","","",,1,"","","",12,""
"c.sfilm.com",0,0,0,0,0,1,0,"c.sfilm.com","","","URLs","c.sfilm.com","c.sfilm.com","technology","urls","","",,1,"","","",11,""
"c4",0,0,0,0,1,0,0,"c4","","This could be a reference to Channel 4 -- a UK based news channel that has done significant coverage of Chinese issues. For more information, please see: http://www.channel4.com/programmes/china-triumph-and-turmoil; http://www.channel4.com/news","Media","c4","c4","political","mediainternationalmedia","","",,1,"","","",2,""
"cang.baidu.com/jianfuku3",0,0,0,0,0,1,0,"cang.baidu.com/jianfuku3","","","URLs","cang.baidu.com/jianfuku3","cang.baidu.com/jianfuku3","technology","urls","","",,1,"","","",24,""
"cao",0,0,1,0,0,0,0,"cao","cao","","","","","","","cao","",0,1,"","","",3,""
"ccp",0,0,0,0,1,0,0,"ccp","","Likely refers to the Chinese Communist Party, the ruling political party in China. See http://en.wikipedia.org/wiki/Chinese_Communist_Party","Communist Party of China (CPC)","ccp","ccp","political","communistpartyofchinacpcgeneralc","","",,1,"","","",3,""
"cctv3ms.com",0,0,0,0,0,1,0,"cctv3ms.com","","","URLs","cctv3ms.com","cctv3ms.com","technology","urls","","",,1,"","","",11,""
"cctv56ly",0,0,0,0,0,1,0,"cctv56ly","","This appears to be a domain name (see: http://1111xx.com.www.tastereports.com/domain.html?domain=cctv56ly.com).  Unclear of context.","URLs","cctv56ly","cctv56ly","technology","urls","","",,1,"","","",8,""
"cdjpcdp",0,0,0,0,1,0,0,"cdjpcdp",""," likely refers to the Chinese Justice Democracy Party (cdjp) and/or the Chinese Democratic Party (cdp). See http://www.cdponline.org/ and http://cdjp.org/","Political Parties (Non-CPC)","cdjpcdp","cdjpcdp","political","politicalpartiesnoncpc","","",,1,"","","",7,""
"cdmmsmfw.com",0,0,0,0,0,1,0,"cdmmsmfw.com","","","URLs","cdmmsmfw.com","cdmmsmfw.com","technology","urls","","",,1,"","","",12,""
"chai ling",0,0,0,0,0,1,0,"chai ling","Chai Ling (Person's name)"," She has recently been involved in numerous controversies. She became and evangelical Christian and was sued by a former employee (a Chinese activist) who alleges that Chai Ling fired her for being insufficiently religious. Chai Ling has also b","Associated with Tiananmen square protest;Dissident / Activist","chai ling","chai ling","people","dissidentactivist","","",,1,"","","",9,""
"chai 玲",0,0,0,0,0,1,0,"chai-ling","","","Dissident / Activist","chai líng ","chai ling ","people","dissidentactivist","","",,1,"","","",6,""
"chailing",0,0,0,0,1,0,0,"chailing","Chai Ling  (Person's name)"," She has recently been involved in numerous controversies. She became and evangelical Christian and was sued by a former employee (a Chinese activist) who alleges that Chai Ling fired her for being insufficiently religious. Chai Ling has also b","Associated with Tiananmen square protest;Dissident / Activist","chailing","chailing","people","dissidentactivist","","",,1,"","","",8,""
"chairman",0,0,0,0,1,0,0,"chairman","","Likely refers to Chairman Mao Zedong. See http://en.wikipedia.org/wiki/Mao_Zedong","CPC member / Gov official;Mao Zedong","chairman","chairman","people","cpcmembergovofficial","","",,1,"","","",8,""
"changweibo.com",0,0,1,0,0,0,0,"changweibo.com","changweibo.com","","","","","","","changweibo.com","http://goo.gl/eSmKn",0,1,"","","",14,""
"chapter",0,0,0,0,1,0,0,"chapter","","Vague term. Unclear context.","Context unclear","chapter","chapter","misc","contextunclear","","",,1,"","","",7,""
"china liberal",0,0,0,0,1,0,0,"china liberal","","","Democracy (Chinese Democracy Movement)","china liberal","china liberal","political","democracychinesedemocracymovemen","","",,1,"","","",13,""
"cn.krgou.com",0,0,0,0,0,1,0,"cn.krgou.com","","","URLs","cn.krgou.com","cn.krgou.com","technology","urls","","",,1,"","","",12,""
"cn220",0,0,0,0,1,0,0,"cn220","",". See http://chinasupport.blogspot.ca/2011/02/internet-posters-of-jasmine-release.html and http://en.wikipedia.org/wiki/2011_Chinese_pro-democracy_protests#20_February There is also a Twitter account (cn220) that has many posts about protests i","Jasmine Revolution","cn220","cn220","events","jasminerevolution","","",,1,"","","",5,""
"cnn",0,0,0,0,1,0,0,"cnn","","CNN is a U.S.-based cable news channel. See http://en.wikipedia.org/wiki/CNN","Media","cnn","cnn","political","mediainternationalmedia","","",,1,"","","",3,""
"connected China",0,0,1,0,0,0,0,"connected China","connected China","","","","","","","connected China","http://goo.gl/Fhfhp",0,1,"","","",15,""
"core病危",0,0,0,0,1,0,0,"core dying","Core critically ill","Reference to rumours of Jiang Zemin, China's former President, being critically ill and dying. For more information, please see: http://www.bloomberg.com/news/2011-07-06/former-chinese-president-jiang-zemin-critically-ill-hong-kong-media-say.ht","Jiang Zemin death rumour","corebìngwēi ","corebingwei ","events","jiangzemindeathrumour","","",,1,"","","",6,""
"cpm.euuu.net",0,0,0,0,0,1,0,"cpm.euuu.net","","","URLs","cpm.euuu.net","cpm.euuu.net","technology","urls","","",,1,"","","",12,""
"cq78.web-16.com",0,0,0,0,0,1,0,"cq78.web-16.com","","","URLs","cq78.web-16.com","cq78.web-16.com","technology","urls","","",,1,"","","",15,""
"crime",1,0,0,0,0,0,0,"crime","","","","","","","","","",,1,"","","",5,""
"ct61.com",0,0,0,0,0,1,0,"ct61.com","","Unclear of context, but this could be a reference to CTC61.com (or C2C91.com) -- a hotel booking website. For more information, please see: http://www.c2c61.com/.","URLs","ct61.com","ct61.com","technology","urls","","",,1,"","","",8,""
"cultural revolution",0,0,1,0,0,0,0,"cultural revolution","cultural revolution","","","","","","","cultural revolution","",0,1,"","","",19,""
"culture revolution",0,0,1,0,0,0,0,"culture revolution","culture revolution","","","","","","","culture revolution","",0,1,"","","",18,""
"dafa",0,1,0,0,0,1,0,"dafa","Falun Dafa","For more information on Falun Gong and Falun Dafa, please see: http://www.falundafa.org/; http://en.wikipedia.org/wiki/Falun_Gong.","Religion","dafa","dafa","political","religionfalungong","","",,2,"","","",4,""
"dajiyuan",0,1,0,0,1,0,0,"dajiyuan","The Epoch Times","This is the pinyin version of The Epoch Times [Dà jìyuán/大纪元]","Religion","dajiyuan","dajiyuan","political","religionfalungong","","",,2,"","","",8,""
"dalai",0,1,1,0,0,0,0,"dalai","dalai","","","","","","","dalai","",0,2,"","","",5,""
"dejiang",0,0,1,0,0,0,0,"dejiang","dejiang","","","","","","","dejiang","http://goo.gl/uUxx2",0,1,"","","",7,""
"democracy",0,0,1,0,1,0,0,"democracy","democracy","","Democracy (Chinese Democracy Movement)","democracy","democracy","political","democracychinesedemocracymovemen","democracy","",0,2,"","","",9,""
"demonstration",0,0,0,0,1,0,0,"demonstration","","","Protest","demonstration","demonstration","political","protest","","",,1,"","","",13,""
"dogag.cn",0,0,0,0,0,1,0,"dogag.cn","","Unclear of context.","URLs","dogag.cn","dogag.cn","technology","urls","","",,1,"","","",8,""
"dongtaiwang",0,0,0,0,1,0,0,"dongtaiwang","","Dong Tai Wang [动态网] refers to the web site (http://dongtaiwang.com/) used to distribute FreeGate, the circumvention tool created by Falun Gong.","Censorship","dongtaiwang","dongtaiwang","political","censorshipcircumvention","","",,1,"","","",11,""
"doshow",0,0,0,0,1,0,0,"doshow",""," is the name of a Chinese-language video chat application. See http://www.doshow.com.cn/","Chinese software / websites","doshow","doshow","technology","chinesesoftwarewebsites","","",,1,"","","",6,""
"dsds",1,0,0,0,0,0,0,"dsds","","","","","","","","","",,1,"","","",4,""
"eight",0,0,1,0,0,0,0,"eight","eight","","","","","","","eight","http://goo.gl/PvbxE",0,1,"","","",5,""
"eighteen big",0,0,1,0,0,0,0,"eighteen big","eighteen big","","","","","","","eighteen big","http://goo.gl/onN9z",0,1,"","","",12,""
"ezdn.cc",0,0,0,0,0,1,0,"ezdn.cc","","This is a working website; perhaps to serve or provide proxy services.","Censorship","ezdn.cc","ezdn.cc","political","censorshipcircumvention","","",,1,"","","",7,""
"e夜情",0,0,0,0,0,1,0,"e-night stand","One night stand","Sexual content.","Prurient Interests","eyè qíng ","eye qing ","social","prurientinterests","","",,1,"","","",3,""
"fa lun",0,0,0,0,1,0,0,"fa lun","","Reference to Falun Gong","Religion","fa lun","fa lun","political","religionfalungong","","",,1,"","","",6,""
"fakesheji",0,0,1,0,0,0,0,"fakesheji","fakesheji","","","","","","","fakesheji","",0,1,"","","",9,""
"falali",0,0,1,0,0,0,0,"falali","falali","","","","","","","falali","",0,1,"","","",6,""
"falun",0,1,0,0,1,1,0,"falun","Falun Gong","For more information on Falun Gong and Falun Dafa, please see: http://www.falundafa.org/; http://en.wikipedia.org/wiki/Falun_Gong.","Religion","falun","falun","political","religionfalungong","","",,3,"","","",5,""
"falundafa",0,0,0,0,1,0,0,"falundafa","Falun Dafa","Another name for Falun Gong","Religion","falundafa","falundafa","political","religionfalungong","","",,1,"","","",9,""
"falungong",0,0,0,0,1,0,0,"falungong","Falun Gong","","Religion","falungong","falungong","political","religionfalungong","","",,1,"","","",9,""
"fanfou",0,0,0,0,1,0,0,"fanfou","","Fanfou [饭否)] is a microblogging/weibo site in china. See http://en.wikipedia.org/wiki/Fanfou and http://fanfou.com/ Fanfou was prevoiusly forced to close as the result of being blacklisted in China. See http://www.rfa.org/english/news/china/m","Censorship","fanfou","fanfou","political","censorshipcensorshipsurveillance","","",,1,"","","",6,""
"fa车仑",0,0,0,0,1,0,0,"fa car Lun","Falun Gong"," For more information on Falun Gong, please see: http://en.wikipedia.org/wiki/Falun_Gong.","Religion","fachē lún ","fache lun ","political","religionfalungong","","",,1,"","","",4,""
"fa轮",0,0,0,0,1,0,0,"fa round","Falun Gong","For more information on Falun Gong, please see: http://en.wikipedia.org/wiki/Falun_Gong.","Religion","falún ","falun ","political","religionfalungong","","",,1,"","","",3,""
"fa轮^^大法",0,0,0,0,1,0,0,"fa ^ ^ Dharma Wheel","Falun Gong or Falun Dafa","For more information on Falun Gong or Falun Dafa, please see: http://en.wikipedia.org/wiki/Falun_Gong.","Religion","falún ^^dàfǎ ","falun ^^dafa ","political","religionfalungong","","",,1,"","","",7,""
