keyword,_sensitivewords,_popularwords,list_greatfire_wikipedia,list_blockedweibo,list_cdt,list_line,list_skype,list_sina,list_gfw,list_google,list_sinashow,list_163,list_qq,list_condop,list_blogprovider,machine_translation,human_translation,notes,themeevents,thememisc,themepeople,themepolitical,themesocial,themetechnology,thcpcnationalcongress2002,thcpcnationalcongress2012,olympics,boxilaiscandal,business,cpcmembergovofficial,censorshipcensorshipsurveillance,censorshipcircumvention,charter08,china,chinasnationalday,chinesedoomsdaycultarrests,chinesesoftwarewebsites,communistpartyofchinacpccriticis,communistpartyofchinacpcgeneralc,companyname,contextunclear,corruptionscandals,democracychinesedemocracymovemen,detention,diaoyusenkakuislandsprotests,dissidentactivist,domesticrelationshongkong,domesticrelationstaiwan,ethnicgroupsgeneralethnic,ethnicgroupshui,ethnicgroupstibetan,ethnicgroupsuyghur,ferraricrashmarch2012,forceddemolitions,gambling,generictechnologyterms,googleleavingchina,government,humanrightsgeneralhumanrights,humanrightsorganizations,illicitgoodsandservices,innermongoliaprotests,internationalrelationssinojapane,internationalrelationsunitedstat,jasminerevolution,jiangzemindeathrumour,law,lottery,mediachineseindependentoppositio,mediachineseprogovernmentmedia,mediageneralmediaterms,mediainternationalmedia,nationalsecuritygeneralnationals,nationalsecuritymilitarypolice,occupymovement,oilpriceprotests,onlinegame,onlinenovels,personidentitycontextunclear,petitioningadministrativesystem,politicalpartiesnoncpc,protest,prurientinterests,relativesassociatesofgovernmento,religionchristianpracticeinchina,religionfalungong,religiongeneralreligion,sarsandotherdiseasesaidsavianflu,sichuanearthquake,sina,spyware,taintedmilkscandal,tiananmensquarejune41989,tibetanselfimmolations,urls,urumqiriots,victimsofcrimeviolentcriminals,wenzhoutraincrash,westernwebsitessocialmedia,agg_Sina_Skype_lists,agg_cattags,pinyin_tones,pinyin_notones,_theme,_category,CDT_translation,CDT_englishpost,CDT_combination,num_lists_appears_on,line_category,line_translation,line_notes,top_aug1_2013_ZHWikipedia_views,top_aug1_2013_ZHWikipedia,top1000_ZHWikipedia_views,top1000_ZHWikipedia,protected_ZHWikipedia,keyword_length,gfw_category
"财产+公示",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Property + publicity","assets + make public","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","assets + make public","",0,1,"","","",,,,,,5,""
"财产公示",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Property publicity","financial disclosure","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","financial disclosure","http://goo.gl/7GQJi",0,1,"","","",,,,,,4,""
"财产公示+九君子",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Property publicity + nine gentlemen","financial disclosure+nine gentlemen","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","financial disclosure+nine gentlemen","http://goo.gl/EmPe2",0,1,"","","",,,,,,8,""
"财税代理公司",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Taxation agency","Finance and taxation agency","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","cái shuì dàilǐ gōngsī ","cai shui daili gongsi ","social","illicitgoodsandservices","","",,1,"","","",,,,,,6,""
"财税代理公司QQ",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Taxation agency QQ","Finance and taxation agency QQ"," is a Chinese microblog website: www.qq.com.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","cái shuì dàilǐ gōngsī QQ","cai shui daili gongsi QQ","social","illicitgoodsandservices","","",,1,"","","",,,,,,8,""
"采访",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Interview","Interview (by journalist)","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.5-6.1 Surveillance-only","Media","cǎifǎng ","caifang ","political","mediageneralmediaterms","","",,1,"","","",,,,,,2,""
"彩虹",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rainbow","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",73,1,,,,2,""
"彩虹冒險",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rainbow Adventure","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,4,""
"蔡旻佑",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Evan Yo","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",15,1,,,,3,""
"蔡崇国",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,2,"","","",,,,,,,""
"蔡赴朝",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cai Fuchao","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,3,""
"蔡煌瑯",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tsai Huang-lang","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,,,1,3,""
"蔡康永",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kevin Tsai","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,3,""
"蔡明杰",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Cai Mingjie","Cai Mingjie","Cai Mingjie is a Singaporean taxi driver and former biology researcher and blogger. He is known as Singapore's most educated taxi driver or the only taxi driver with a Ph.D. For more information, please see: http://en.wikipedia.org/wiki/Cai_Min",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Person Identity / Context Unclear","cài míng jié ","cai ming jie ","people","personidentitycontextunclear","","",,1,"","","",,,,,,3,""
"蔡名照",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Cai Mingzhao","Cai Mingzhao","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Cai Mingzhao","",0,1,"","","",,,,,,3,""
"蔡瑞月",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tsai","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,,,1,3,""
"蔡武",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Cai Wu","Cai Wu","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Cai Wu","",0,1,"","","",,,,,,2,""
"蔡雪瑩",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cai Xueying","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,3,""
"蔡衍明",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tsai","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,,,1,3,""
"蔡依林",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jolin","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",39,1,13530,1,1,3,""
"蔡英挺",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cai handsome","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",68,1,,,,3,""
"蔡英文",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Tsai Ing-wen","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Taiwan","","",,1,"","","",,,,,1,3,"Regional-Taiwan"
"蔡宇傑",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cai Yujie","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,,,1,3,""
"蔡卓妍",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Charlene","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",156,1,,,,3,""
"蔡芷紜",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tsai Chih-Yun","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",14,1,,,,3,""
"餐饮发票出售",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Catering invoices sell","Selling dining invoices","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","cānyǐn fāpiào chūshòu ","canyin fapiao chushou ","social","illicitgoodsandservices","","",,1,"","","",,,,,,6,""
"参数设置",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Parameter settings","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,13667,1,,4,""
"参政传奇",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Politics legend","Romance of Political Participation","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Romance of Political Participation","",0,2,"","","",,,,,,4,""
"残暴",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Brutal","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Context unclear","cánbào ","canbao ","misc","contextunclear","","",,1,"","","",,,,,,2,""
"残荡",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Residual swing","(loose translation) Destroyed and desolate","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Context unclear","cán dàng ","can dang ","misc","contextunclear","","",,1,"","","",,,,,,2,""
"残害",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Injure","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Context unclear","cán hài ","can hai ","misc","contextunclear","","",,1,"","","",,,,,,2,""
"惨案",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Massacre","Tragedy/tragic case","Unclear of specific context.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Context unclear","cǎnàn ","canan ","misc","contextunclear","","",,1,"","","",,,,,,2,""
"惨绝人寰",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Extremely tragic","","describes instances or torture or massacres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Misc","","",,1,"Misc","","describes instances or torture or massacres",,,,,,4,""
"仓央嘉措",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Lama","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,4,""
"沧澜曲",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Lan Cang Song","(literal translation) Cold/Dark blue waves song","This is an online novel.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 3;Sina UC List 4","Online novels","cāng lán qǔ ","cang lan qu ","social","onlinenovels","","",,2,"","","",,,,,,3,""
"藏+里",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tibet + years","[Tibet] + inside","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","[Tibet] + inside","",0,1,"","","",,,,,,3,""
"藏區連環自焚事件",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Tibetan self-immolations chain","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Tibet","","",,1,"","","",,,,,,8,"Regional-Tibet"
"藏獨",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Tibetan separatist","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Tibet","","",,2,"","","",,,,,,2,"Regional-Tibet"
"藏传佛教",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan Buddhism","","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng chuán fójiào ","cang chuan fojiao ","political","ethnicgroupstibetan","","",,2,"","","",,,,,,4,""
"藏独",1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"Tibetan separatist","Tibet independence","This is likely a reference to the Tibetan independence movement from the People's Republic of China. For more information, please see: http://en.wikipedia.org/wiki/Tibetan_independence_movement.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 2;TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng dú ","cang du ","political","ethnicgroupstibetan","Tibet independence","",0,11,"","","",,,,,,2,"Regional-Tibet"
"藏历新年",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan New Year","","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng lì xīnnián ","cang li xinnian ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,4,""
"藏民",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetans","Tibetan people","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng mín ","cang min ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,2,""
"藏青会",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"TYC","Tibetan Youth Congress","This is an international NGO that advocates for a free Tibet. For more information, please see: http://en.wikipedia.org/wiki/Tibetan_Youth_Congress.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng qīng huì ","cang qing hui ","political","ethnicgroupstibetan","Tibetan Youth Congress","http://wp.me/p2pAV0-IkZ",0,3,"","","",,,,,,3,""
"藏区",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan","Tibetan area/Tibet Autonomous Region","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng qū ","cang qu ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,2,""
"藏区自焚",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Tibetan self-immolation","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Ethnic Groups -- Tibetan","","",,1,"Ethnic Groups -- Tibetan","","",,,,,,4,""
"藏人",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan","","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","cáng rén ","cang ren ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,2,""
"藏人文化网",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Tibetan Cultural Network","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Ethnic Groups -- Tibetan","","",,1,"Ethnic Groups -- Tibetan","","",,,,,,5,""
"藏文",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan","","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","zàngwén ","zangwen ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,2,""
"藏语",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan language","","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","zàngyǔ ","zangyu ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,2,""
"藏字石",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Hidden words stone",""," [中國共產党亡]. For more information, please see: http://en.wikipedia.org/wiki/Hidden_character_stone.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Communist Party of China (CPC)","cáng zì shí ","cang zi shi ","political","communistpartyofchinacpccriticis","","",,1,"","","",,,,,,3,""
"藏族",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Tibetan","","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Ethnic Groups","zàngzú ","zangzu ","political","ethnicgroupstibetan","","",,1,"","","",,,,,,2,""
"操逼",1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,"Operating force","逼 actually means to force, but has the same pinyin as 屄 (pussy).","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 2;TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.0-5.1;TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only","Prurient Interests","cāo bī ","cao bi ","social","prurientinterests","","",,5,"","","",,,,,,2,""
"操比",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,,""
"操蛋",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,,""
"操烂",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Operating rotten","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.0-5.1;TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only","Prurient Interests","cāo làn ","cao lan ","social","prurientinterests","","",,2,"","","",,,,,,2,""
"操烂骚货",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Operating rotten tart","","Sexual content.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 3;Sina UC List 4","Prurient Interests","cāo làn sāo huò ","cao lan sao huo ","social","prurientinterests","","",,1,"","","",,,,,,4,""
